<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.11.06	01:30:00	1988.68	1989.15	1987.09	1987.81	561	0	16
2023.11.06	01:40:00	1987.81	1989.09	1987.67	1988.95	426	0	13
2023.11.06	01:50:00	1988.98	1989.16	1988.30	1988.44	250	0	16
2023.11.06	02:00:00	1988.45	1988.75	1986.95	1988.71	583	0	17
2023.11.06	02:10:00	1988.71	1989.13	1988.51	1989.11	441	0	14
2023.11.06	02:20:00	1989.11	1989.27	1988.59	1989.14	383	0	16
2023.11.06	02:30:00	1989.11	1990.17	1988.77	1989.88	432	0	8
2023.11.06	02:40:00	1989.83	1990.38	1989.32	1990.18	387	0	16
2023.11.06	02:50:00	1990.18	1991.77	1989.76	1991.05	472	0	12
2023.11.06	03:00:00	1991.02	1991.72	1989.62	1991.50	1043	0	7
2023.11.06	03:10:00	1991.47	1991.47	1990.37	1991.08	852	0	10
2023.11.06	03:20:00	1991.08	1992.42	1990.96	1992.42	701	0	17
2023.11.06	03:30:00	1992.42	1993.09	1991.73	1992.16	1104	0	6
2023.11.06	03:40:00	1992.16	1992.91	1991.35	1992.41	877	0	5
2023.11.06	03:50:00	1992.41	1992.61	1991.75	1992.08	521	0	14
2023.11.06	04:00:00	1992.08	1992.94	1991.36	1991.36	650	0	9
2023.11.06	04:10:00	1991.42	1991.54	1990.63	1991.36	502	0	7
2023.11.06	04:20:00	1991.36	1991.44	1990.36	1990.99	449	0	12
2023.11.06	04:30:00	1990.99	1990.99	1989.93	1989.94	481	0	13
2023.11.06	04:40:00	1989.95	1989.99	1988.56	1988.76	747	0	5
2023.11.06	04:50:00	1988.76	1988.80	1986.80	1987.06	773	0	10
2023.11.06	05:00:00	1987.06	1988.20	1986.81	1987.49	728	0	6
2023.11.06	05:10:00	1987.49	1987.99	1986.95	1986.99	665	0	12
2023.11.06	05:20:00	1987.00	1987.09	1983.68	1983.68	1116	0	6
2023.11.06	05:30:00	1983.68	1985.73	1983.62	1984.51	565	0	8
2023.11.06	05:40:00	1984.51	1984.76	1981.86	1984.75	673	0	6
2023.11.06	05:50:00	1984.75	1985.53	1984.75	1985.15	292	0	9
2023.11.06	06:00:00	1985.04	1985.10	1983.21	1983.70	486	0	5
2023.11.06	06:10:00	1983.70	1984.96	1983.70	1984.93	265	0	11
2023.11.06	06:20:00	1984.93	1984.93	1983.85	1984.11	301	0	9
2023.11.06	06:30:00	1984.12	1985.03	1983.87	1983.91	396	0	15
2023.11.06	06:40:00	1983.91	1983.97	1983.43	1983.90	343	0	9
2023.11.06	06:50:00	1983.90	1984.00	1983.39	1983.70	226	0	15
2023.11.06	07:00:00	1983.70	1984.19	1983.34	1983.53	382	0	10
2023.11.06	07:10:00	1983.53	1984.12	1983.21	1983.35	294	0	8
2023.11.06	07:20:00	1983.35	1984.08	1983.20	1983.61	263	0	10
2023.11.06	07:30:00	1983.62	1983.77	1982.28	1983.46	687	0	11
2023.11.06	07:40:00	1983.40	1985.23	1983.39	1985.23	950	0	8
2023.11.06	07:50:00	1985.23	1985.23	1983.79	1983.86	736	0	8
2023.11.06	08:00:00	1983.86	1984.96	1983.64	1984.59	658	0	13
2023.11.06	08:10:00	1984.56	1985.20	1984.14	1985.10	401	0	15
2023.11.06	08:20:00	1985.10	1985.15	1984.12	1984.38	468	0	13
2023.11.06	08:30:00	1984.38	1985.36	1984.22	1984.73	350	0	5
2023.11.06	08:40:00	1984.73	1985.08	1983.77	1983.93	389	0	13
2023.11.06	08:50:00	1983.89	1984.68	1983.60	1984.25	442	0	8
2023.11.06	09:00:00	1984.25	1984.42	1983.04	1983.44	620	0	10
2023.11.06	09:10:00	1983.44	1983.52	1982.76	1982.83	392	0	12
2023.11.06	09:20:00	1982.83	1984.31	1982.30	1983.61	547	0	5
2023.11.06	09:30:00	1983.63	1984.21	1982.86	1984.09	734	0	5
2023.11.06	09:40:00	1984.08	1984.79	1983.48	1984.37	791	0	5
2023.11.06	09:50:00	1984.39	1984.92	1983.39	1983.39	930	0	5
2023.11.06	10:00:00	1983.42	1985.17	1982.81	1984.94	1183	0	5
2023.11.06	10:10:00	1984.97	1987.04	1984.97	1986.73	1273	0	5
2023.11.06	10:20:00	1986.70	1987.92	1986.09	1987.02	960	0	5
2023.11.06	10:30:00	1987.02	1987.33	1985.34	1986.56	1127	0	6
2023.11.06	10:40:00	1986.57	1986.92	1985.49	1985.84	762	0	6
2023.11.06	10:50:00	1985.88	1986.71	1985.55	1985.97	875	0	8
2023.11.06	11:00:00	1985.98	1987.26	1985.44	1985.97	1087	0	7
2023.11.06	11:10:00	1985.99	1987.19	1985.97	1986.56	884	0	8
2023.11.06	11:20:00	1986.57	1986.90	1986.12	1986.42	663	0	9
2023.11.06	11:30:00	1986.41	1986.73	1985.95	1986.47	701	0	7
2023.11.06	11:40:00	1986.47	1986.71	1986.14	1986.53	607	0	6
2023.11.06	11:50:00	1986.50	1986.86	1986.26	1986.78	612	0	7
2023.11.06	12:00:00	1986.83	1988.17	1986.47	1987.99	693	0	5
2023.11.06	12:10:00	1987.99	1988.20	1987.30	1987.40	466	0	8
2023.11.06	12:20:00	1987.39	1988.33	1987.36	1987.81	486	0	7
2023.11.06	12:30:00	1987.81	1988.01	1986.66	1987.72	508	0	6
2023.11.06	12:40:00	1987.71	1988.05	1986.20	1986.20	523	0	5
2023.11.06	12:50:00	1986.21	1987.55	1986.20	1987.23	493	0	6
2023.11.06	13:00:00	1987.23	1987.30	1986.55	1987.01	517	0	7
2023.11.06	13:10:00	1987.01	1987.64	1986.63	1986.93	466	0	5
2023.11.06	13:20:00	1986.93	1987.71	1986.39	1987.10	695	0	5
2023.11.06	13:30:00	1987.13	1987.34	1986.73	1987.11	494	0	5
2023.11.06	13:40:00	1987.11	1987.60	1987.01	1987.04	473	0	5
2023.11.06	13:50:00	1987.04	1987.72	1986.96	1987.72	616	0	7
2023.11.06	14:00:00	1987.69	1988.19	1987.06	1987.57	769	0	6
2023.11.06	14:10:00	1987.57	1987.64	1985.77	1986.11	664	0	7
2023.11.06	14:20:00	1986.11	1986.28	1984.83	1985.35	800	0	7
2023.11.06	14:30:00	1985.33	1985.64	1983.78	1985.29	1089	0	5
2023.11.06	14:40:00	1985.29	1985.89	1984.04	1984.42	839	0	5
2023.11.06	14:50:00	1984.42	1985.05	1983.41	1984.40	1005	0	5
2023.11.06	15:00:00	1984.40	1985.83	1984.33	1985.25	1028	0	5
2023.11.06	15:10:00	1985.26	1985.56	1983.40	1984.07	1210	0	5
2023.11.06	15:20:00	1984.15	1987.46	1984.10	1987.29	1796	0	5
2023.11.06	15:30:00	1987.29	1989.08	1986.20	1986.30	1504	0	5
2023.11.06	15:40:00	1986.29	1988.79	1985.89	1987.51	1235	0	5
2023.11.06	15:50:00	1987.51	1987.81	1986.09	1986.37	999	0	5
2023.11.06	16:00:00	1986.37	1988.18	1985.74	1986.17	1366	0	5
2023.11.06	16:10:00	1986.17	1987.59	1986.05	1986.37	1099	0	5
2023.11.06	16:20:00	1986.36	1987.44	1985.03	1985.63	1165	0	5
2023.11.06	16:30:00	1985.63	1986.16	1984.68	1985.59	1716	0	5
2023.11.06	16:40:00	1985.49	1986.80	1984.09	1986.42	1430	0	5
2023.11.06	16:50:00	1986.42	1986.72	1984.06	1984.79	1916	0	6
2023.11.06	17:00:00	1984.80	1985.88	1983.80	1984.19	1769	0	5
2023.11.06	17:10:00	1984.19	1984.90	1983.89	1984.69	1529	0	5
2023.11.06	17:20:00	1984.69	1985.06	1983.68	1984.30	1429	0	7
2023.11.06	17:30:00	1984.40	1984.65	1982.70	1983.53	956	0	5
2023.11.06	17:40:00	1983.51	1984.18	1982.94	1983.00	1277	0	7
2023.11.06	17:50:00	1983.10	1983.44	1981.06	1981.08	1238	0	6
2023.11.06	18:00:00	1981.10	1983.16	1979.90	1981.77	1554	0	5
2023.11.06	18:10:00	1981.78	1982.34	1980.72	1982.06	1158	0	5
2023.11.06	18:20:00	1982.06	1982.91	1981.24	1982.05	1093	0	6
2023.11.06	18:30:00	1982.05	1983.08	1981.62	1982.68	1102	0	7
2023.11.06	18:40:00	1982.65	1983.09	1982.05	1982.26	1013	0	6
2023.11.06	18:50:00	1982.29	1984.14	1982.19	1983.50	890	0	6
2023.11.06	19:00:00	1983.49	1984.46	1983.18	1983.80	617	0	6
2023.11.06	19:10:00	1983.79	1983.86	1982.96	1983.43	922	0	8
2023.11.06	19:20:00	1983.45	1984.30	1983.25	1984.21	708	0	8
2023.11.06	19:30:00	1984.24	1984.43	1983.70	1984.03	654	0	8
2023.11.06	19:40:00	1984.04	1984.19	1983.33	1983.92	866	0	9
2023.11.06	19:50:00	1983.92	1983.98	1983.34	1983.72	732	0	10
2023.11.06	20:00:00	1983.72	1983.77	1982.46	1982.48	654	0	8
2023.11.06	20:10:00	1982.47	1982.66	1981.92	1982.44	453	0	9
2023.11.06	20:20:00	1982.45	1983.04	1981.50	1981.70	596	0	8
2023.11.06	20:30:00	1981.70	1982.40	1981.19	1981.80	504	0	6
2023.11.06	20:40:00	1981.80	1982.01	1980.55	1980.66	482	0	5
2023.11.06	20:50:00	1980.66	1981.30	1980.50	1981.28	570	0	5
2023.11.06	21:00:00	1981.28	1981.50	1979.81	1980.06	568	0	5
2023.11.06	21:10:00	1980.06	1980.23	1979.43	1979.61	653	0	5
2023.11.06	21:20:00	1979.61	1979.91	1979.22	1979.40	576	0	5
2023.11.06	21:30:00	1979.39	1979.72	1979.26	1979.30	523	0	6
2023.11.06	21:40:00	1979.30	1980.10	1979.24	1979.86	592	0	5
2023.11.06	21:50:00	1979.85	1980.54	1979.75	1980.33	456	0	5
2023.11.06	22:00:00	1980.34	1980.34	1979.50	1979.50	454	0	5
2023.11.06	22:10:00	1979.50	1979.98	1979.39	1979.63	523	0	5
2023.11.06	22:20:00	1979.63	1980.02	1979.44	1979.74	422	0	6
2023.11.06	22:30:00	1979.75	1979.75	1978.81	1978.82	492	0	5
2023.11.06	22:40:00	1978.82	1979.00	1978.14	1978.71	552	0	5
2023.11.06	22:50:00	1978.73	1979.01	1977.43	1977.46	732	0	5
2023.11.06	23:00:00	1977.57	1978.74	1977.57	1978.40	244	0	5
2023.11.06	23:10:00	1978.40	1978.48	1977.89	1978.02	222	0	8
2023.11.06	23:20:00	1978.02	1978.02	1977.48	1977.69	173	0	8
2023.11.06	23:30:00	1977.69	1977.74	1977.39	1977.64	170	0	5
2023.11.06	23:40:00	1977.63	1978.02	1977.59	1977.98	240	0	13
2023.11.06	23:50:00	1977.98	1978.41	1977.65	1977.79	206	0	17
2023.11.07	01:00:00	1977.93	1978.27	1977.73	1977.86	151	0	14
2023.11.07	01:10:00	1977.75	1977.95	1977.17	1977.95	187	0	11
2023.11.07	01:20:00	1977.96	1978.19	1977.67	1977.73	160	0	16
2023.11.07	01:30:00	1977.73	1977.73	1975.69	1976.84	516	0	12
2023.11.07	01:40:00	1976.57	1977.33	1976.38	1976.61	377	0	17
2023.11.07	01:50:00	1976.63	1976.91	1975.72	1976.61	276	0	23
2023.11.07	02:00:00	1976.69	1976.79	1975.54	1976.14	469	0	19
2023.11.07	02:10:00	1976.14	1976.38	1975.76	1975.82	258	0	16
2023.11.07	02:20:00	1975.82	1976.35	1975.44	1976.25	295	0	15
2023.11.07	02:30:00	1976.25	1977.01	1976.25	1976.54	319	0	17
2023.11.07	02:40:00	1976.54	1976.84	1976.27	1976.51	288	0	5
2023.11.07	02:50:00	1976.50	1976.82	1975.55	1975.92	500	0	10
2023.11.07	03:00:00	1975.94	1976.69	1975.26	1975.83	893	0	10
2023.11.07	03:10:00	1975.83	1975.93	1974.79	1974.90	832	0	5
2023.11.07	03:20:00	1974.83	1976.50	1974.83	1976.24	432	0	7
2023.11.07	03:30:00	1976.24	1976.51	1975.86	1976.29	438	0	9
2023.11.07	03:40:00	1976.29	1976.33	1975.19	1975.40	398	0	13
2023.11.07	03:50:00	1975.40	1976.12	1974.96	1975.75	549	0	12
2023.11.07	04:00:00	1975.76	1976.11	1975.12	1975.28	649	0	7
2023.11.07	04:10:00	1975.28	1975.36	1974.33	1974.83	589	0	5
2023.11.07	04:20:00	1974.83	1974.84	1974.23	1974.37	287	0	12
2023.11.07	04:30:00	1974.37	1974.39	1973.74	1973.86	304	0	12
2023.11.07	04:40:00	1973.83	1974.22	1973.12	1974.13	359	0	14
2023.11.07	04:50:00	1974.12	1974.45	1972.86	1972.86	488	0	14
2023.11.07	05:00:00	1972.86	1973.59	1972.26	1973.08	669	0	11
2023.11.07	05:10:00	1973.08	1973.50	1972.58	1972.62	361	0	16
2023.11.07	05:20:00	1972.66	1973.00	1972.29	1972.92	366	0	13
2023.11.07	05:30:00	1972.93	1973.44	1972.66	1973.10	932	0	11
2023.11.07	05:40:00	1973.10	1973.16	1972.68	1972.77	342	0	5
2023.11.07	05:50:00	1972.77	1972.92	1972.28	1972.60	359	0	10
2023.11.07	06:00:00	1972.58	1973.05	1972.13	1972.95	242	0	12
2023.11.07	06:10:00	1972.95	1973.27	1972.62	1972.73	221	0	13
2023.11.07	06:20:00	1972.73	1972.81	1971.48	1971.85	423	0	5
2023.11.07	06:30:00	1971.85	1972.09	1971.72	1971.88	311	0	5
2023.11.07	06:40:00	1971.88	1971.91	1970.97	1970.99	245	0	5
2023.11.07	06:50:00	1970.99	1971.51	1970.98	1971.37	283	0	13
2023.11.07	07:00:00	1971.37	1971.53	1971.19	1971.31	155	0	15
2023.11.07	07:10:00	1971.35	1971.80	1971.13	1971.74	247	0	7
2023.11.07	07:20:00	1971.73	1972.20	1971.61	1972.06	217	0	5
2023.11.07	07:30:00	1972.03	1973.32	1971.55	1972.76	554	0	5
2023.11.07	07:40:00	1972.76	1974.26	1972.73	1973.41	553	0	5
2023.11.07	07:50:00	1973.41	1974.12	1973.40	1973.71	321	0	8
2023.11.07	08:00:00	1973.68	1973.92	1973.02	1973.36	468	0	8
2023.11.07	08:10:00	1973.37	1973.37	1972.33	1972.38	434	0	12
2023.11.07	08:20:00	1972.37	1972.39	1971.54	1971.86	503	0	11
2023.11.07	08:30:00	1971.86	1972.15	1971.34	1971.50	421	0	7
2023.11.07	08:40:00	1971.50	1971.74	1971.01	1971.29	393	0	14
2023.11.07	08:50:00	1971.29	1971.65	1971.04	1971.04	350	0	10
2023.11.07	09:00:00	1971.04	1971.13	1969.29	1969.29	714	0	8
2023.11.07	09:10:00	1969.29	1970.31	1967.66	1968.27	1018	0	5
2023.11.07	09:20:00	1968.30	1968.53	1967.24	1968.36	758	0	9
2023.11.07	09:30:00	1968.42	1969.01	1968.05	1968.62	751	0	5
2023.11.07	09:40:00	1968.62	1969.27	1968.37	1968.97	719	0	5
2023.11.07	09:50:00	1968.96	1969.72	1968.84	1969.35	709	0	7
2023.11.07	10:00:00	1969.36	1970.23	1968.26	1968.64	1232	0	5
2023.11.07	10:10:00	1968.64	1969.10	1967.38	1967.68	845	0	6
2023.11.07	10:20:00	1967.69	1969.13	1967.58	1968.29	974	0	5
2023.11.07	10:30:00	1968.29	1969.12	1967.57	1968.19	850	0	5
2023.11.07	10:40:00	1968.18	1968.56	1967.66	1967.77	875	0	7
2023.11.07	10:50:00	1967.77	1967.98	1966.01	1966.73	928	0	5
2023.11.07	11:00:00	1966.58	1966.59	1964.21	1964.37	970	0	5
2023.11.07	11:10:00	1964.38	1967.14	1964.19	1966.59	984	0	5
2023.11.07	11:20:00	1966.59	1968.90	1966.37	1967.73	934	0	5
2023.11.07	11:30:00	1967.73	1968.35	1966.83	1966.86	777	0	5
2023.11.07	11:40:00	1966.86	1967.70	1966.31	1967.34	612	0	5
2023.11.07	11:50:00	1967.34	1967.58	1965.99	1966.33	629	0	7
2023.11.07	12:00:00	1966.29	1967.08	1965.57	1966.78	840	0	7
2023.11.07	12:10:00	1966.77	1967.38	1965.56	1966.21	681	0	8
2023.11.07	12:20:00	1966.21	1966.39	1965.49	1965.89	782	0	5
2023.11.07	12:30:00	1965.88	1968.02	1965.69	1966.54	954	0	5
2023.11.07	12:40:00	1966.54	1967.66	1966.21	1967.19	720	0	8
2023.11.07	12:50:00	1967.19	1967.32	1966.05	1966.11	773	0	6
2023.11.07	13:00:00	1966.11	1966.20	1965.10	1965.39	788	0	5
2023.11.07	13:10:00	1965.39	1965.69	1964.69	1964.89	710	0	5
2023.11.07	13:20:00	1964.89	1965.19	1964.50	1964.60	555	0	7
2023.11.07	13:30:00	1964.60	1965.44	1962.65	1962.78	616	0	6
2023.11.07	13:40:00	1962.89	1964.56	1962.89	1964.29	698	0	5
2023.11.07	13:50:00	1964.28	1964.40	1963.08	1963.91	715	0	6
2023.11.07	14:00:00	1963.91	1964.34	1961.89	1961.93	916	0	5
2023.11.07	14:10:00	1961.94	1963.23	1961.39	1962.84	1005	0	5
2023.11.07	14:20:00	1962.84	1962.95	1960.72	1960.73	827	0	5
2023.11.07	14:30:00	1960.73	1962.21	1960.01	1960.12	1233	0	6
2023.11.07	14:40:00	1960.12	1960.36	1958.11	1958.83	1359	0	5
2023.11.07	14:50:00	1958.81	1959.46	1957.18	1958.78	1413	0	5
2023.11.07	15:00:00	1958.76	1959.87	1958.20	1958.62	1839	0	5
2023.11.07	15:10:00	1958.63	1958.72	1956.67	1957.88	1385	0	5
2023.11.07	15:20:00	1957.88	1959.87	1957.05	1959.86	1686	0	5
2023.11.07	15:30:00	1959.87	1963.20	1959.52	1962.34	2050	0	5
2023.11.07	15:40:00	1962.35	1965.64	1962.33	1965.50	1715	0	5
2023.11.07	15:50:00	1965.50	1966.81	1964.41	1966.54	1491	0	5
2023.11.07	16:00:00	1966.58	1967.25	1964.76	1965.18	1673	0	5
2023.11.07	16:10:00	1965.18	1967.05	1964.39	1966.53	1212	0	5
2023.11.07	16:20:00	1966.53	1967.10	1965.19	1965.80	1241	0	5
2023.11.07	16:30:00	1965.79	1966.88	1963.37	1963.61	1920	0	5
2023.11.07	16:40:00	1963.61	1964.12	1960.85	1961.59	1865	0	5
2023.11.07	16:50:00	1961.56	1962.41	1960.14	1960.38	1645	0	5
2023.11.07	17:00:00	1960.38	1964.24	1960.26	1964.07	1713	0	5
2023.11.07	17:10:00	1964.07	1965.55	1962.27	1962.53	1409	0	5
2023.11.07	17:20:00	1962.50	1964.61	1961.86	1963.46	1449	0	5
2023.11.07	17:30:00	1963.42	1964.89	1962.90	1963.24	1328	0	5
2023.11.07	17:40:00	1963.25	1963.95	1962.01	1963.89	1208	0	5
2023.11.07	17:50:00	1963.89	1964.42	1962.08	1963.39	1291	0	5
2023.11.07	18:00:00	1963.42	1965.07	1963.21	1965.02	1484	0	6
2023.11.07	18:10:00	1965.02	1966.58	1964.50	1964.68	1385	0	5
2023.11.07	18:20:00	1964.67	1965.06	1963.22	1963.89	1063	0	5
2023.11.07	18:30:00	1963.89	1966.18	1963.80	1965.54	1013	0	5
2023.11.07	18:40:00	1965.66	1965.89	1964.08	1964.08	701	0	7
2023.11.07	18:50:00	1964.18	1965.06	1964.08	1964.68	722	0	8
2023.11.07	19:00:00	1964.68	1964.88	1963.17	1963.81	770	0	5
2023.11.07	19:10:00	1963.81	1964.22	1962.98	1963.42	918	0	6
2023.11.07	19:20:00	1963.43	1963.95	1961.98	1962.21	770	0	7
2023.11.07	19:30:00	1962.11	1963.04	1961.80	1962.33	704	0	5
2023.11.07	19:40:00	1962.35	1963.51	1962.30	1962.57	633	0	7
2023.11.07	19:50:00	1962.57	1964.00	1962.49	1963.94	647	0	5
2023.11.07	20:00:00	1963.97	1965.05	1963.65	1964.84	743	0	11
2023.11.07	20:10:00	1964.86	1966.56	1964.76	1966.28	617	0	8
2023.11.07	20:20:00	1966.28	1968.07	1966.17	1966.82	848	0	7
2023.11.07	20:30:00	1966.82	1968.23	1966.77	1968.00	835	0	9
2023.11.07	20:40:00	1968.00	1969.60	1967.44	1969.45	846	0	11
2023.11.07	20:50:00	1969.46	1969.79	1968.73	1969.39	742	0	10
2023.11.07	21:00:00	1969.39	1969.84	1968.11	1968.54	548	0	10
2023.11.07	21:10:00	1968.58	1968.83	1967.92	1968.07	542	0	12
2023.11.07	21:20:00	1968.07	1968.46	1967.63	1968.39	516	0	9
2023.11.07	21:30:00	1968.38	1968.60	1967.41	1967.59	389	0	9
2023.11.07	21:40:00	1967.58	1967.81	1967.23	1967.41	384	0	12
2023.11.07	21:50:00	1967.40	1968.08	1967.18	1967.40	416	0	13
2023.11.07	22:00:00	1967.40	1967.47	1966.90	1967.22	432	0	13
2023.11.07	22:10:00	1967.22	1968.33	1966.91	1968.28	454	0	13
2023.11.07	22:20:00	1968.29	1968.45	1967.95	1968.31	422	0	10
2023.11.07	22:30:00	1968.30	1968.73	1968.24	1968.36	436	0	7
2023.11.07	22:40:00	1968.36	1969.04	1967.85	1969.04	405	0	8
2023.11.07	22:50:00	1968.98	1969.09	1968.60	1968.96	627	0	5
2023.11.07	23:00:00	1968.85	1968.85	1968.29	1968.31	164	0	8
2023.11.07	23:10:00	1968.31	1968.69	1968.29	1968.63	134	0	5
2023.11.07	23:20:00	1968.63	1969.06	1968.57	1968.79	160	0	6
2023.11.07	23:30:00	1968.79	1968.90	1968.74	1968.79	175	0	8
2023.11.07	23:40:00	1968.86	1968.92	1968.62	1968.66	151	0	12
2023.11.07	23:50:00	1968.70	1969.38	1968.70	1969.10	162	0	10
2023.11.08	01:00:00	1969.05	1969.34	1968.81	1968.82	143	0	5
2023.11.08	01:10:00	1968.82	1969.06	1968.54	1968.72	184	0	17
2023.11.08	01:20:00	1968.71	1968.76	1968.35	1968.36	161	0	17
2023.11.08	01:30:00	1968.48	1968.92	1968.15	1968.87	438	0	18
2023.11.08	01:40:00	1968.84	1969.12	1968.72	1968.80	196	0	23
2023.11.08	01:50:00	1968.82	1969.10	1968.79	1968.89	178	0	23
2023.11.08	02:00:00	1968.88	1969.85	1968.87	1969.45	447	0	17
2023.11.08	02:10:00	1969.44	1969.93	1969.18	1969.85	412	0	18
2023.11.08	02:20:00	1969.86	1969.97	1969.51	1969.70	279	0	18
2023.11.08	02:30:00	1969.69	1969.84	1969.27	1969.31	478	0	5
2023.11.08	02:40:00	1969.31	1969.40	1968.25	1968.44	422	0	11
2023.11.08	02:50:00	1968.41	1968.56	1967.82	1968.09	595	0	8
2023.11.08	03:00:00	1968.09	1969.21	1967.89	1969.09	710	0	10
2023.11.08	03:10:00	1969.09	1969.88	1968.87	1969.14	638	0	9
2023.11.08	03:20:00	1969.14	1969.22	1968.60	1968.82	595	0	16
2023.11.08	03:30:00	1968.81	1968.81	1967.57	1967.57	685	0	12
2023.11.08	03:40:00	1967.57	1968.55	1967.47	1968.26	786	0	11
2023.11.08	03:50:00	1968.26	1968.74	1968.12	1968.61	836	0	16
2023.11.08	04:00:00	1968.61	1968.73	1967.89	1968.65	358	0	8
2023.11.08	04:10:00	1968.65	1970.26	1968.55	1969.97	678	0	14
2023.11.08	04:20:00	1969.98	1970.96	1968.96	1969.00	804	0	12
2023.11.08	04:30:00	1969.01	1969.50	1968.77	1968.85	651	0	17
2023.11.08	04:40:00	1968.84	1969.19	1968.29	1968.34	495	0	8
2023.11.08	04:50:00	1968.34	1969.05	1967.33	1968.65	701	0	5
2023.11.08	05:00:00	1968.63	1968.89	1967.76	1968.21	754	0	11
2023.11.08	05:10:00	1968.23	1968.35	1967.90	1968.01	480	0	14
2023.11.08	05:20:00	1967.99	1968.23	1967.71	1967.87	584	0	14
2023.11.08	05:30:00	1967.87	1968.50	1967.68	1968.19	345	0	14
2023.11.08	05:40:00	1968.19	1968.19	1967.77	1967.97	220	0	11
2023.11.08	05:50:00	1967.96	1968.22	1967.60	1967.80	184	0	8
2023.11.08	06:00:00	1967.81	1967.87	1967.56	1967.81	204	0	10
2023.11.08	06:10:00	1967.81	1967.88	1967.58	1967.78	174	0	14
2023.11.08	06:20:00	1967.78	1967.85	1967.63	1967.73	221	0	15
2023.11.08	06:30:00	1967.73	1967.81	1967.57	1967.71	300	0	12
2023.11.08	06:40:00	1967.71	1967.77	1967.45	1967.48	158	0	13
2023.11.08	06:50:00	1967.48	1967.69	1967.47	1967.56	157	0	14
2023.11.08	07:00:00	1967.56	1967.88	1967.56	1967.64	223	0	16
2023.11.08	07:10:00	1967.64	1967.64	1966.58	1966.84	222	0	8
2023.11.08	07:20:00	1966.84	1966.92	1966.07	1966.07	237	0	12
2023.11.08	07:30:00	1966.07	1966.24	1965.46	1965.65	703	0	10
2023.11.08	07:40:00	1965.65	1965.70	1964.97	1965.60	512	0	10
2023.11.08	07:50:00	1965.65	1966.10	1965.48	1965.58	286	0	5
2023.11.08	08:00:00	1965.58	1966.08	1965.13	1965.91	570	0	10
2023.11.08	08:10:00	1965.91	1967.43	1965.79	1967.40	507	0	6
2023.11.08	08:20:00	1967.40	1969.12	1967.37	1968.38	598	0	7
2023.11.08	08:30:00	1968.37	1968.77	1967.92	1968.29	521	0	14
2023.11.08	08:40:00	1968.29	1968.68	1967.63	1968.66	456	0	16
2023.11.08	08:50:00	1968.65	1969.01	1967.22	1967.28	408	0	15
2023.11.08	09:00:00	1967.27	1968.09	1967.01	1967.57	570	0	11
2023.11.08	09:10:00	1967.56	1967.64	1965.82	1965.95	756	0	7
2023.11.08	09:20:00	1965.97	1967.39	1965.50	1966.94	595	0	11
2023.11.08	09:30:00	1966.92	1968.49	1966.69	1968.39	522	0	5
2023.11.08	09:40:00	1968.39	1968.53	1967.68	1967.77	558	0	10
2023.11.08	09:50:00	1967.77	1968.02	1967.19	1967.64	538	0	11
2023.11.08	10:00:00	1967.60	1968.70	1967.53	1968.09	767	0	5
2023.11.08	10:10:00	1968.09	1969.02	1966.95	1967.10	926	0	7
2023.11.08	10:20:00	1967.10	1968.32	1967.10	1968.11	675	0	6
2023.11.08	10:30:00	1968.11	1968.35	1967.41	1967.42	619	0	12
2023.11.08	10:40:00	1967.41	1968.46	1967.41	1968.11	552	0	8
2023.11.08	10:50:00	1968.11	1968.33	1967.67	1968.21	753	0	7
2023.11.08	11:00:00	1968.21	1968.26	1967.36	1967.64	853	0	5
2023.11.08	11:10:00	1967.67	1967.67	1965.90	1966.34	872	0	7
2023.11.08	11:20:00	1966.33	1967.87	1966.29	1967.19	750	0	6
2023.11.08	11:30:00	1967.18	1967.19	1965.85	1966.35	869	0	5
2023.11.08	11:40:00	1966.34	1966.65	1966.12	1966.50	707	0	7
2023.11.08	11:50:00	1966.50	1966.67	1965.46	1965.47	590	0	5
2023.11.08	12:00:00	1965.45	1965.49	1963.58	1963.99	889	0	8
2023.11.08	12:10:00	1964.00	1964.19	1962.50	1962.54	873	0	5
2023.11.08	12:20:00	1962.56	1962.57	1960.49	1960.64	1118	0	5
2023.11.08	12:30:00	1960.64	1961.18	1959.52	1960.77	1104	0	5
2023.11.08	12:40:00	1960.74	1961.20	1960.29	1961.04	944	0	5
2023.11.08	12:50:00	1961.05	1962.69	1960.82	1962.01	1187	0	5
2023.11.08	13:00:00	1961.97	1962.99	1961.73	1962.89	704	0	5
2023.11.08	13:10:00	1962.89	1964.06	1962.87	1963.97	761	0	6
2023.11.08	13:20:00	1963.97	1964.24	1963.30	1964.16	643	0	5
2023.11.08	13:30:00	1964.16	1964.99	1964.06	1964.62	893	0	5
2023.11.08	13:40:00	1964.62	1965.01	1964.10	1964.65	584	0	5
2023.11.08	13:50:00	1964.65	1964.80	1964.23	1964.49	483	0	8
2023.11.08	14:00:00	1964.47	1964.54	1962.90	1962.92	924	0	5
2023.11.08	14:10:00	1962.92	1962.93	1961.98	1962.22	651	0	8
2023.11.08	14:20:00	1962.22	1963.61	1962.00	1963.33	681	0	5
2023.11.08	14:30:00	1963.32	1963.34	1962.23	1962.40	583	0	5
