<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.06.20	05:50:00	1950.65	1950.80	1949.87	1949.96	776	0	7
2023.06.20	06:00:00	1949.99	1950.15	1949.14	1949.78	604	0	13
2023.06.20	06:10:00	1949.84	1950.19	1949.49	1950.11	509	0	10
2023.06.20	06:20:00	1950.05	1950.35	1949.57	1950.09	480	0	7
2023.06.20	06:30:00	1950.10	1950.34	1949.77	1950.26	425	0	15
2023.06.20	06:40:00	1950.28	1950.62	1950.07	1950.47	397	0	12
2023.06.20	06:50:00	1950.46	1950.54	1949.91	1950.17	390	0	13
2023.06.20	07:00:00	1950.22	1950.49	1949.64	1950.26	502	0	5
2023.06.20	07:10:00	1950.26	1950.30	1949.70	1949.92	273	0	10
2023.06.20	07:20:00	1949.93	1951.20	1949.92	1951.13	331	0	7
2023.06.20	07:30:00	1951.15	1951.27	1950.54	1950.91	308	0	5
2023.06.20	07:40:00	1950.91	1951.05	1950.08	1950.38	334	0	11
2023.06.20	07:50:00	1950.38	1950.86	1949.82	1949.84	398	0	9
2023.06.20	08:00:00	1949.84	1950.31	1947.49	1947.56	702	0	5
2023.06.20	08:10:00	1947.56	1948.51	1947.10	1947.96	717	0	5
2023.06.20	08:20:00	1947.96	1948.31	1946.88	1947.73	730	0	5
2023.06.20	08:30:00	1947.69	1949.02	1947.19	1948.85	859	0	15
2023.06.20	08:40:00	1948.85	1949.50	1948.13	1948.83	623	0	7
2023.06.20	08:50:00	1948.81	1949.38	1948.43	1948.82	594	0	6
2023.06.20	09:00:00	1948.74	1949.54	1948.17	1949.03	883	0	7
2023.06.20	09:10:00	1949.03	1951.30	1948.43	1951.30	913	0	9
2023.06.20	09:20:00	1951.29	1951.57	1950.20	1951.10	860	0	7
2023.06.20	09:30:00	1951.24	1952.58	1950.60	1952.38	900	0	5
2023.06.20	09:40:00	1952.27	1953.74	1952.27	1952.55	1039	0	7
2023.06.20	09:50:00	1952.56	1952.97	1950.79	1951.23	994	0	5
2023.06.20	10:00:00	1951.23	1953.03	1951.20	1951.97	1140	0	7
2023.06.20	10:10:00	1951.93	1952.40	1951.44	1952.15	812	0	12
2023.06.20	10:20:00	1952.17	1953.26	1952.06	1953.07	757	0	7
2023.06.20	10:30:00	1953.10	1955.99	1953.10	1955.67	1124	0	5
2023.06.20	10:40:00	1955.69	1956.73	1954.65	1956.17	931	0	10
2023.06.20	10:50:00	1956.18	1956.21	1954.62	1954.87	982	0	6
2023.06.20	11:00:00	1954.77	1955.55	1953.80	1953.88	784	0	5
2023.06.20	11:10:00	1953.88	1954.78	1953.50	1954.25	714	0	11
2023.06.20	11:20:00	1954.25	1954.58	1953.73	1953.98	667	0	5
2023.06.20	11:30:00	1953.96	1954.21	1952.82	1953.23	692	0	5
2023.06.20	11:40:00	1953.23	1953.57	1952.88	1953.45	621	0	5
2023.06.20	11:50:00	1953.32	1954.17	1952.90	1953.26	573	0	9
2023.06.20	12:00:00	1953.35	1954.42	1953.07	1954.28	660	0	7
2023.06.20	12:10:00	1954.30	1954.42	1952.20	1952.91	722	0	12
2023.06.20	12:20:00	1952.91	1953.56	1952.08	1953.43	693	0	9
2023.06.20	12:30:00	1953.43	1954.00	1952.94	1953.42	597	0	5
2023.06.20	12:40:00	1953.42	1953.44	1952.20	1952.86	560	0	9
2023.06.20	12:50:00	1952.86	1953.24	1952.15	1952.65	710	0	7
2023.06.20	13:00:00	1952.65	1952.97	1952.04	1952.58	585	0	11
2023.06.20	13:10:00	1952.58	1952.72	1951.32	1951.96	640	0	5
2023.06.20	13:20:00	1951.96	1952.79	1950.60	1950.62	684	0	8
2023.06.20	13:30:00	1950.62	1951.87	1949.91	1951.80	984	0	8
2023.06.20	13:40:00	1951.76	1952.15	1951.14	1951.81	723	0	9
2023.06.20	13:50:00	1951.81	1952.43	1951.44	1951.46	597	0	6
2023.06.20	14:00:00	1951.46	1953.53	1951.46	1952.37	763	0	5
2023.06.20	14:10:00	1952.37	1953.19	1952.14	1952.74	660	0	11
2023.06.20	14:20:00	1952.73	1952.94	1951.33	1951.71	665	0	6
2023.06.20	14:30:00	1951.71	1951.86	1950.49	1951.45	872	0	6
2023.06.20	14:40:00	1951.43	1951.51	1950.40	1950.68	664	0	9
2023.06.20	14:50:00	1950.68	1951.32	1950.38	1951.29	713	0	8
2023.06.20	15:00:00	1951.29	1952.55	1950.64	1952.19	1189	0	5
2023.06.20	15:10:00	1952.18	1954.45	1951.85	1954.36	1206	0	7
2023.06.20	15:20:00	1954.38	1954.52	1952.84	1952.92	1395	0	5
2023.06.20	15:30:00	1952.95	1952.95	1948.33	1948.72	2048	0	5
2023.06.20	15:40:00	1948.72	1949.03	1946.24	1946.60	1803	0	5
2023.06.20	15:50:00	1946.62	1947.20	1944.14	1944.66	2022	0	5
2023.06.20	16:00:00	1944.67	1945.15	1941.73	1942.08	2086	0	5
2023.06.20	16:10:00	1942.12	1942.44	1940.55	1940.96	1735	0	5
2023.06.20	16:20:00	1940.98	1941.04	1936.95	1938.49	2198	0	6
2023.06.20	16:30:00	1938.59	1939.15	1934.91	1935.03	2961	0	5
2023.06.20	16:40:00	1934.97	1935.00	1932.32	1934.01	2668	0	5
2023.06.20	16:50:00	1934.05	1934.39	1930.93	1931.77	2443	0	5
2023.06.20	17:00:00	1931.81	1932.64	1929.96	1932.02	2559	0	5
2023.06.20	17:10:00	1932.02	1934.28	1931.60	1932.08	2201	0	5
2023.06.20	17:20:00	1932.18	1933.29	1930.60	1931.37	2228	0	5
2023.06.20	17:30:00	1931.39	1933.88	1929.75	1933.79	2254	0	5
2023.06.20	17:40:00	1933.82	1934.08	1931.11	1932.08	1906	0	6
2023.06.20	17:50:00	1932.08	1936.11	1931.78	1934.95	2011	0	5
2023.06.20	18:00:00	1934.95	1935.54	1933.23	1934.21	1888	0	5
2023.06.20	18:10:00	1934.16	1936.42	1933.46	1935.75	1633	0	6
2023.06.20	18:20:00	1935.73	1935.89	1933.99	1934.29	1439	0	7
2023.06.20	18:30:00	1934.30	1935.87	1933.81	1935.27	1364	0	6
2023.06.20	18:40:00	1935.27	1936.05	1934.23	1935.34	1145	0	5
2023.06.20	18:50:00	1935.34	1935.61	1934.60	1935.18	1068	0	8
2023.06.20	19:00:00	1935.26	1936.14	1934.13	1935.83	1116	0	5
2023.06.20	19:10:00	1935.80	1936.99	1935.77	1936.71	1007	0	5
2023.06.20	19:20:00	1936.71	1937.68	1936.12	1936.69	1047	0	5
2023.06.20	19:30:00	1936.71	1937.12	1936.12	1936.51	789	0	5
2023.06.20	19:40:00	1936.51	1937.16	1935.78	1936.53	806	0	9
2023.06.20	19:50:00	1936.54	1937.98	1936.45	1937.55	1017	0	5
2023.06.20	20:00:00	1937.53	1938.08	1937.23	1937.58	886	0	6
2023.06.20	20:10:00	1937.54	1937.59	1936.09	1936.40	832	0	5
2023.06.20	20:20:00	1936.40	1937.44	1936.12	1936.57	1158	0	6
2023.06.20	20:30:00	1936.57	1937.47	1936.23	1937.12	807	0	7
2023.06.20	20:40:00	1937.15	1937.43	1936.34	1936.76	660	0	5
2023.06.20	20:50:00	1936.76	1938.00	1936.67	1937.99	825	0	7
2023.06.20	21:00:00	1937.97	1938.10	1936.57	1936.72	633	0	5
2023.06.20	21:10:00	1936.72	1937.02	1936.47	1937.02	593	0	10
2023.06.20	21:20:00	1937.02	1937.80	1937.02	1937.35	649	0	5
2023.06.20	21:30:00	1937.36	1937.52	1936.64	1937.00	687	0	6
2023.06.20	21:40:00	1936.98	1937.42	1936.31	1937.08	671	0	5
2023.06.20	21:50:00	1937.10	1938.28	1936.87	1938.19	794	0	9
2023.06.20	22:00:00	1938.20	1938.27	1937.65	1938.10	643	0	7
2023.06.20	22:10:00	1938.10	1938.21	1936.08	1936.08	456	0	6
2023.06.20	22:20:00	1936.08	1937.41	1935.98	1936.48	617	0	11
2023.06.20	22:30:00	1936.49	1936.67	1936.14	1936.61	578	0	9
2023.06.20	22:40:00	1936.63	1938.72	1936.60	1938.48	777	0	6
2023.06.20	22:50:00	1938.35	1938.39	1935.83	1935.99	901	0	7
2023.06.20	23:00:00	1936.11	1936.76	1935.93	1936.65	485	0	11
2023.06.20	23:10:00	1936.65	1936.77	1935.85	1936.15	292	0	5
2023.06.20	23:20:00	1936.19	1936.54	1936.19	1936.35	170	0	15
2023.06.20	23:30:00	1936.37	1936.49	1935.61	1935.78	228	0	9
2023.06.20	23:40:00	1935.78	1936.08	1935.39	1935.56	219	0	6
2023.06.20	23:50:00	1935.56	1936.20	1935.35	1936.13	213	0	23
2023.06.21	01:00:00	1936.20	1936.81	1936.20	1936.70	213	0	8
2023.06.21	01:10:00	1936.71	1937.62	1936.63	1937.60	215	0	17
2023.06.21	01:20:00	1937.57	1938.16	1937.52	1937.75	254	0	18
2023.06.21	01:30:00	1937.75	1937.88	1936.78	1936.85	176	0	23
2023.06.21	01:40:00	1936.85	1936.96	1936.25	1936.48	195	0	14
2023.06.21	01:50:00	1936.51	1937.20	1936.41	1936.54	166	0	20
2023.06.21	02:00:00	1936.55	1938.82	1936.55	1938.00	439	0	12
2023.06.21	02:10:00	1938.03	1938.09	1937.82	1938.05	172	0	16
2023.06.21	02:20:00	1938.03	1938.03	1937.55	1937.68	129	0	18
2023.06.21	02:30:00	1937.68	1937.90	1937.39	1937.88	194	0	17
2023.06.21	02:40:00	1937.88	1937.92	1936.85	1937.11	365	0	8
2023.06.21	02:50:00	1937.11	1937.88	1936.21	1937.22	460	0	13
2023.06.21	03:00:00	1937.23	1937.39	1936.24	1937.37	466	0	12
2023.06.21	03:10:00	1937.35	1937.61	1936.80	1937.20	386	0	13
2023.06.21	03:20:00	1937.18	1938.22	1936.94	1937.28	454	0	9
2023.06.21	03:30:00	1937.28	1937.93	1936.72	1937.52	350	0	7
2023.06.21	03:40:00	1937.52	1937.96	1937.28	1937.49	385	0	16
2023.06.21	03:50:00	1937.51	1937.74	1936.77	1936.80	559	0	13
2023.06.21	04:00:00	1936.76	1937.27	1935.96	1936.82	766	0	10
2023.06.21	04:10:00	1936.87	1937.62	1936.16	1937.21	681	0	14
2023.06.21	04:20:00	1937.19	1937.36	1936.24	1937.35	666	0	6
2023.06.21	04:30:00	1937.36	1938.35	1936.71	1938.02	800	0	10
2023.06.21	04:40:00	1938.01	1938.13	1936.50	1936.84	737	0	12
2023.06.21	04:50:00	1936.82	1937.09	1936.23	1936.34	689	0	13
2023.06.21	05:00:00	1936.39	1936.81	1935.38	1936.75	801	0	8
2023.06.21	05:10:00	1936.75	1937.95	1936.56	1937.70	574	0	11
2023.06.21	05:20:00	1937.71	1938.16	1937.09	1937.76	576	0	5
2023.06.21	05:30:00	1937.94	1939.47	1937.69	1938.13	1011	0	8
2023.06.21	05:40:00	1938.16	1938.43	1936.62	1937.64	662	0	12
2023.06.21	05:50:00	1937.62	1937.87	1936.78	1937.14	598	0	12
2023.06.21	06:00:00	1937.16	1937.64	1936.69	1937.60	494	0	7
2023.06.21	06:10:00	1937.61	1937.71	1937.17	1937.23	541	0	11
2023.06.21	06:20:00	1937.21	1937.46	1936.45	1936.59	416	0	8
2023.06.21	06:30:00	1936.56	1937.42	1936.47	1937.36	334	0	14
2023.06.21	06:40:00	1937.36	1937.67	1937.02	1937.25	200	0	13
2023.06.21	06:50:00	1937.29	1937.51	1936.78	1937.03	214	0	9
2023.06.21	07:00:00	1937.04	1937.31	1936.04	1936.17	327	0	7
2023.06.21	07:10:00	1936.15	1936.31	1935.45	1935.82	602	0	6
2023.06.21	07:20:00	1935.83	1936.67	1935.78	1936.54	347	0	11
2023.06.21	07:30:00	1936.56	1936.92	1935.61	1936.55	368	0	9
2023.06.21	07:40:00	1936.59	1936.64	1935.97	1936.02	366	0	8
2023.06.21	07:50:00	1936.03	1936.26	1935.44	1935.81	352	0	10
2023.06.21	08:00:00	1935.81	1936.36	1934.23	1934.54	576	0	5
2023.06.21	08:10:00	1934.54	1936.16	1934.41	1935.73	460	0	10
2023.06.21	08:20:00	1935.73	1935.73	1934.73	1935.58	441	0	11
2023.06.21	08:30:00	1935.58	1936.51	1935.09	1936.22	595	0	12
2023.06.21	08:40:00	1936.22	1936.67	1935.87	1936.56	522	0	14
2023.06.21	08:50:00	1936.57	1936.70	1935.25	1935.46	608	0	9
2023.06.21	09:00:00	1935.47	1935.62	1931.63	1932.10	1721	0	7
2023.06.21	09:10:00	1932.06	1933.51	1931.20	1933.39	1266	0	7
2023.06.21	09:20:00	1933.35	1934.59	1933.02	1934.06	1003	0	8
2023.06.21	09:30:00	1934.06	1934.48	1933.00	1933.67	964	0	8
2023.06.21	09:40:00	1933.63	1934.06	1932.71	1933.42	899	0	11
2023.06.21	09:50:00	1933.42	1935.03	1933.42	1934.87	779	0	9
2023.06.21	10:00:00	1934.89	1935.06	1933.78	1934.66	1032	0	11
2023.06.21	10:10:00	1934.69	1936.03	1934.69	1935.89	867	0	6
2023.06.21	10:20:00	1935.91	1936.42	1935.22	1935.89	764	0	11
2023.06.21	10:30:00	1935.88	1937.36	1935.33	1936.88	932	0	5
2023.06.21	10:40:00	1936.86	1936.86	1934.79	1935.05	785	0	7
2023.06.21	10:50:00	1935.09	1935.32	1933.90	1934.98	789	0	6
2023.06.21	11:00:00	1934.98	1935.45	1934.33	1934.85	867	0	6
2023.06.21	11:10:00	1934.87	1935.16	1934.14	1934.47	785	0	5
2023.06.21	11:20:00	1934.47	1935.27	1934.13	1935.03	818	0	8
2023.06.21	11:30:00	1935.01	1935.32	1933.56	1934.30	783	0	7
2023.06.21	11:40:00	1934.30	1934.89	1934.07	1934.82	699	0	5
2023.06.21	11:50:00	1934.80	1935.85	1934.03	1934.57	741	0	5
2023.06.21	12:00:00	1934.59	1934.94	1933.90	1934.30	714	0	12
2023.06.21	12:10:00	1934.29	1934.34	1932.24	1932.27	729	0	9
2023.06.21	12:20:00	1932.27	1935.45	1932.06	1935.06	929	0	8
2023.06.21	12:30:00	1934.98	1935.80	1934.23	1935.41	874	0	7
2023.06.21	12:40:00	1935.39	1935.76	1934.31	1934.45	659	0	5
2023.06.21	12:50:00	1934.38	1934.41	1933.13	1933.27	660	0	6
2023.06.21	13:00:00	1933.26	1933.38	1932.68	1932.68	565	0	5
2023.06.21	13:10:00	1932.68	1933.80	1932.18	1933.33	656	0	6
2023.06.21	13:20:00	1933.33	1935.14	1933.12	1934.14	729	0	5
2023.06.21	13:30:00	1934.14	1935.45	1934.10	1934.88	621	0	6
2023.06.21	13:40:00	1934.87	1935.36	1934.37	1935.22	666	0	5
2023.06.21	13:50:00	1935.22	1935.62	1934.22	1934.26	615	0	6
2023.06.21	14:00:00	1934.29	1934.41	1933.27	1933.94	785	0	11
2023.06.21	14:10:00	1933.96	1934.96	1933.96	1934.34	575	0	7
2023.06.21	14:20:00	1934.37	1935.05	1933.50	1933.54	689	0	7
2023.06.21	14:30:00	1933.54	1934.34	1933.45	1934.12	756	0	5
2023.06.21	14:40:00	1934.13	1935.13	1933.72	1934.25	743	0	8
2023.06.21	14:50:00	1934.26	1935.39	1934.23	1934.58	733	0	10
2023.06.21	15:00:00	1934.50	1935.30	1933.93	1934.45	1078	0	7
2023.06.21	15:10:00	1934.49	1934.64	1932.79	1932.79	1154	0	7
2023.06.21	15:20:00	1932.80	1933.01	1927.37	1929.72	2448	0	5
2023.06.21	15:30:00	1929.72	1933.53	1925.90	1930.56	2921	0	5
2023.06.21	15:40:00	1930.57	1931.90	1928.44	1930.51	1900	0	6
2023.06.21	15:50:00	1930.44	1931.41	1929.30	1929.86	1710	0	5
2023.06.21	16:00:00	1929.85	1929.85	1925.57	1927.20	1884	0	5
2023.06.21	16:10:00	1927.25	1928.48	1926.07	1928.41	1785	0	6
2023.06.21	16:20:00	1928.47	1929.91	1927.50	1929.24	1636	0	5
2023.06.21	16:30:00	1929.31	1930.04	1920.29	1920.63	2702	0	5
2023.06.21	16:40:00	1920.61	1928.17	1919.18	1926.53	3096	0	5
2023.06.21	16:50:00	1926.47	1930.97	1924.34	1928.57	2349	0	5
2023.06.21	17:00:00	1928.53	1928.72	1924.18	1925.28	1973	0	5
2023.06.21	17:10:00	1925.28	1929.48	1925.14	1927.79	1735	0	7
2023.06.21	17:20:00	1927.84	1930.97	1926.46	1930.72	1901	0	5
2023.06.21	17:30:00	1930.60	1933.10	1930.60	1930.83	2357	0	5
2023.06.21	17:40:00	1930.83	1933.63	1930.50	1933.41	2283	0	5
2023.06.21	17:50:00	1933.37	1934.58	1931.72	1931.92	2037	0	5
2023.06.21	18:00:00	1931.92	1932.47	1929.30	1929.69	1885	0	5
2023.06.21	18:10:00	1929.73	1931.43	1929.25	1930.44	1551	0	5
2023.06.21	18:20:00	1930.50	1932.04	1930.20	1930.76	1210	0	5
2023.06.21	18:30:00	1930.78	1932.43	1929.96	1932.07	1278	0	6
2023.06.21	18:40:00	1932.07	1932.86	1931.09	1931.58	1107	0	7
2023.06.21	18:50:00	1931.56	1932.32	1930.81	1932.18	999	0	7
2023.06.21	19:00:00	1932.17	1933.46	1931.16	1932.21	1169	0	6
2023.06.21	19:10:00	1932.20	1933.26	1930.71	1930.87	998	0	7
2023.06.21	19:20:00	1930.89	1933.43	1930.33	1932.99	950	0	6
2023.06.21	19:30:00	1932.99	1933.89	1932.74	1932.82	797	0	5
2023.06.21	19:40:00	1932.82	1934.10	1932.28	1933.67	802	0	7
2023.06.21	19:50:00	1933.67	1934.06	1932.83	1933.29	860	0	7
2023.06.21	20:00:00	1933.14	1934.63	1932.95	1934.56	1131	0	5
2023.06.21	20:10:00	1934.56	1935.36	1933.63	1934.79	945	0	5
2023.06.21	20:20:00	1934.83	1934.93	1933.56	1933.88	985	0	7
2023.06.21	20:30:00	1933.88	1935.14	1933.88	1934.05	710	0	6
2023.06.21	20:40:00	1934.06	1935.75	1933.80	1934.50	791	0	10
2023.06.21	20:50:00	1934.51	1935.20	1934.01	1934.11	586	0	5
2023.06.21	21:00:00	1934.10	1935.20	1933.98	1935.06	594	0	10
2023.06.21	21:10:00	1935.08	1936.60	1934.84	1935.36	879	0	8
2023.06.21	21:20:00	1935.33	1935.90	1935.02	1935.68	822	0	7
2023.06.21	21:30:00	1935.68	1937.56	1935.68	1936.61	894	0	7
2023.06.21	21:40:00	1936.61	1937.15	1936.06	1936.27	610	0	9
2023.06.21	21:50:00	1936.29	1936.43	1935.17	1935.84	603	0	8
2023.06.21	22:00:00	1935.83	1935.94	1934.45	1934.65	639	0	11
2023.06.21	22:10:00	1934.64	1934.94	1933.85	1934.24	546	0	13
2023.06.21	22:20:00	1934.24	1934.61	1933.89	1934.40	457	0	12
2023.06.21	22:30:00	1934.41	1935.31	1934.31	1934.93	490	0	13
2023.06.21	22:40:00	1934.93	1935.11	1933.72	1933.74	481	0	10
2023.06.21	22:50:00	1933.77	1933.83	1933.17	1933.52	753	0	7
2023.06.21	23:00:00	1933.52	1934.51	1932.63	1932.74	441	0	5
2023.06.21	23:10:00	1932.77	1933.27	1932.66	1933.14	230	0	8
2023.06.21	23:20:00	1933.10	1933.21	1932.62	1933.21	282	0	9
2023.06.21	23:30:00	1933.21	1933.26	1932.26	1932.31	291	0	5
2023.06.21	23:40:00	1932.31	1932.53	1931.87	1932.21	273	0	6
2023.06.21	23:50:00	1932.21	1932.87	1932.01	1932.62	245	0	6
2023.06.22	01:00:00	1932.67	1933.39	1932.59	1932.68	159	0	22
2023.06.22	01:10:00	1932.66	1933.50	1932.62	1933.30	184	0	26
2023.06.22	01:20:00	1933.30	1933.68	1932.56	1933.61	297	0	26
2023.06.22	01:30:00	1933.52	1933.96	1933.44	1933.80	267	0	23
2023.06.22	01:40:00	1933.80	1934.40	1933.71	1934.08	328	0	15
2023.06.22	01:50:00	1934.08	1934.21	1933.37	1933.46	181	0	15
2023.06.22	02:00:00	1933.44	1933.57	1932.96	1933.27	177	0	19
2023.06.22	02:10:00	1933.27	1933.28	1932.84	1932.89	176	0	15
2023.06.22	02:20:00	1932.89	1934.02	1932.89	1933.81	275	0	14
2023.06.22	02:30:00	1933.90	1934.03	1933.66	1933.67	156	0	20
2023.06.22	02:40:00	1933.67	1934.22	1933.58	1934.22	182	0	22
2023.06.22	02:50:00	1934.22	1934.92	1933.79	1933.79	240	0	11
2023.06.22	03:00:00	1933.79	1933.88	1933.00	1933.53	374	0	17
2023.06.22	03:10:00	1933.53	1933.90	1933.34	1933.43	343	0	19
2023.06.22	03:20:00	1933.45	1933.53	1932.87	1933.12	295	0	14
2023.06.22	03:30:00	1933.12	1933.68	1932.92	1933.00	304	0	10
2023.06.22	03:40:00	1933.00	1933.58	1932.90	1933.50	257	0	15
2023.06.22	03:50:00	1933.52	1933.58	1932.24	1932.24	393	0	10
2023.06.22	04:00:00	1932.13	1933.18	1931.46	1932.73	538	0	6
2023.06.22	04:10:00	1932.75	1933.33	1932.07	1933.25	321	0	17
2023.06.22	04:20:00	1933.22	1933.31	1932.23	1932.57	296	0	5
2023.06.22	04:30:00	1932.54	1933.19	1932.30	1933.18	350	0	7
2023.06.22	04:40:00	1933.18	1934.02	1933.18	1933.88	329	0	5
2023.06.22	04:50:00	1933.88	1934.15	1932.97	1933.17	373	0	8
2023.06.22	05:00:00	1933.07	1933.27	1932.46	1932.64	384	0	9
2023.06.22	05:10:00	1932.64	1932.81	1931.93	1932.53	409	0	13
2023.06.22	05:20:00	1932.48	1932.83	1932.21	1932.74	326	0	9
2023.06.22	05:30:00	1932.69	1933.04	1932.40	1932.76	306	0	16
2023.06.22	05:40:00	1932.78	1933.01	1932.41	1932.92	286	0	19
2023.06.22	05:50:00	1932.98	1933.63	1932.98	1933.28	306	0	11
2023.06.22	06:00:00	1933.30	1934.24	1932.96	1933.61	343	0	7
2023.06.22	06:10:00	1933.54	1933.90	1932.77	1933.10	295	0	5
2023.06.22	06:20:00	1933.11	1933.43	1932.82	1933.21	273	0	12
2023.06.22	06:30:00	1933.28	1933.58	1933.00	1933.00	233	0	16
2023.06.22	06:40:00	1932.99	1933.13	1932.51	1932.64	236	0	18
2023.06.22	06:50:00	1932.66	1932.71	1932.18	1932.54	272	0	9
2023.06.22	07:00:00	1932.54	1933.10	1932.17	1932.25	270	0	11
2023.06.22	07:10:00	1932.27	1932.36	1931.54	1931.90	318	0	6
2023.06.22	07:20:00	1932.00	1932.16	1931.77	1931.92	317	0	8
2023.06.22	07:30:00	1931.98	1932.58	1930.73	1931.64	532	0	9
2023.06.22	07:40:00	1931.64	1931.81	1930.64	1930.92	364	0	5
2023.06.22	07:50:00	1930.92	1931.11	1929.69	1929.69	500	0	8
2023.06.22	08:00:00	1929.73	1929.90	1928.67	1928.91	651	0	5
2023.06.22	08:10:00	1928.88	1929.09	1927.89	1928.58	552	0	5
2023.06.22	08:20:00	1928.58	1929.64	1928.58	1929.61	417	0	8
2023.06.22	08:30:00	1929.61	1930.12	1928.29	1929.58	501	0	8
2023.06.22	08:40:00	1929.58	1929.62	1928.45	1928.79	473	0	12
2023.06.22	08:50:00	1928.81	1930.66	1928.42	1930.42	529	0	8
2023.06.22	09:00:00	1930.45	1931.02	1929.57	1930.96	746	0	10
2023.06.22	09:10:00	1930.99	1931.44	1930.38	1931.13	673	0	7
2023.06.22	09:20:00	1931.25	1931.25	1929.51	1930.02	722	0	11
2023.06.22	09:30:00	1930.00	1931.34	1929.84	1930.83	619	0	7
2023.06.22	09:40:00	1930.83	1931.36	1930.44	1930.54	665	0	12
2023.06.22	09:50:00	1930.53	1930.72	1927.59	1928.04	763	0	7
2023.06.22	10:00:00	1928.06	1928.74	1927.52	1927.88	1177	0	8
2023.06.22	10:10:00	1927.88	1929.05	1927.64	1928.57	861	0	7
2023.06.22	10:20:00	1928.57	1929.30	1927.02	1929.11	949	0	5
2023.06.22	10:30:00	1929.16	1930.59	1928.52	1928.86	1494	0	6
2023.06.22	10:40:00	1928.86	1929.75	1928.41	1929.75	933	0	5
2023.06.22	10:50:00	1929.72	1930.79	1929.61	1929.88	809	0	6
2023.06.22	11:00:00	1929.91	1930.78	1929.10	1930.43	996	0	6
2023.06.22	11:10:00	1930.43	1931.40	1929.95	1930.42	786	0	5
2023.06.22	11:20:00	1930.42	1930.51	1927.56	1928.11	886	0	7
2023.06.22	11:30:00	1928.05	1928.10	1926.09	1926.42	764	0	5
2023.06.22	11:40:00	1926.40	1927.03	1924.86	1926.67	876	0	5
2023.06.22	11:50:00	1926.66	1927.59	1926.43	1927.32	702	0	7
2023.06.22	12:00:00	1927.32	1928.03	1927.07	1927.07	647	0	6
2023.06.22	12:10:00	1927.07	1927.53	1926.49	1926.89	507	0	11
2023.06.22	12:20:00	1926.86	1928.21	1926.18	1927.86	586	0	8
2023.06.22	12:30:00	1927.86	1929.43	1927.73	1928.58	623	0	6
2023.06.22	12:40:00	1928.58	1929.11	1928.46	1928.67	561	0	12
2023.06.22	12:50:00	1928.67	1928.83	1927.89	1928.71	514	0	11
2023.06.22	13:00:00	1928.71	1929.33	1928.39	1928.77	491	0	11
2023.06.22	13:10:00	1928.77	1928.79	1927.70	1928.15	586	0	9
2023.06.22	13:20:00	1928.16	1928.30	1926.67	1927.66	815	0	7
2023.06.22	13:30:00	1927.64	1928.15	1927.05	1927.83	526	0	7
2023.06.22	13:40:00	1927.83	1927.98	1927.38	1927.63	409	0	6
2023.06.22	13:50:00	1927.67	1928.72	1927.28	1928.64	565	0	5
2023.06.22	14:00:00	1928.61	1929.17	1926.16	1928.91	1665	0	5
2023.06.22	14:10:00	1928.98	1929.75	1928.08	1929.27	1448	0	6
2023.06.22	14:20:00	1929.36	1929.63	1926.77	1927.55	1090	0	5
2023.06.22	14:30:00	1927.55	1927.55	1925.24	1925.42	1115	0	5
2023.06.22	14:40:00	1925.42	1926.82	1925.35	1926.64	755	0	6
2023.06.22	14:50:00	1926.65	1927.72	1926.36	1927.34	777	0	5
2023.06.22	15:00:00	1927.31	1927.51	1924.98	1925.07	1241	0	5
2023.06.22	15:10:00	1925.16	1926.15	1924.28	1924.89	1155	0	6
2023.06.22	15:20:00	1924.89	1926.73	1923.59	1926.08	1402	0	5
2023.06.22	15:30:00	1926.10	1930.38	1925.99	1930.11	2435	0	5
2023.06.22	15:40:00	1930.18	1930.91	1924.39	1925.16	1984	0	5
2023.06.22	15:50:00	1925.16	1926.75	1923.43	1923.47	1591	0	5
2023.06.22	16:00:00	1923.44	1924.23	1919.26	1920.97	2186	0	5
2023.06.22	16:10:00	1920.87	1921.41	1918.91	1920.70	1843	0	5
2023.06.22	16:20:00	1920.81	1921.69	1919.87	1920.53	1271	0	5
2023.06.22	16:30:00	1920.56	1924.55	1919.00	1924.42	2292	0	5
2023.06.22	16:40:00	1924.38	1927.36	1922.38	1925.89	2110	0	5
2023.06.22	16:50:00	1925.86	1925.92	1921.38	1922.15	1838	0	6
2023.06.22	17:00:00	1922.15	1922.60	1919.64	1920.07	1925	0	5
2023.06.22	17:10:00	1920.08	1920.87	1918.09	1918.98	1918	0	5
2023.06.22	17:20:00	1918.85	1919.95	1916.02	1916.32	2075	0	5
2023.06.22	17:30:00	1916.30	1919.64	1915.64	1919.53	1907	0	5
2023.06.22	17:40:00	1919.56	1920.36	1917.76	1917.92	1663	0	5
2023.06.22	17:50:00	1917.99	1918.22	1914.77	1915.26	1621	0	5
2023.06.22	18:00:00	1915.27	1917.57	1915.06	1915.81	1592	0	5
2023.06.22	18:10:00	1915.86	1918.95	1915.21	1915.86	1239	0	5
2023.06.22	18:20:00	1915.86	1916.29	1913.63	1913.93	1330	0	5
2023.06.22	18:30:00	1913.94	1914.45	1912.81	1913.08	1206	0	5
2023.06.22	18:40:00	1913.10	1915.47	1912.96	1914.34	1193	0	5
2023.06.22	18:50:00	1914.31	1914.40	1912.74	1913.43	1027	0	6
